Room,BlockStart,StudentCount,Ratio,RequiredStaff,day_of_week,week_of_year,lag_1,lag_7,LowerBound,UpperBound,Anomaly,Date
Pennie Preschool 1,2022-03-02 08:00:00,1,10,2,2,9,7.0,1.0,-0.5,3.5,Normal,2022-03-02
Grampy Tom Preschool,2022-03-02 08:00:00,2,10,2,2,9,1.0,1.0,-0.5,3.5,Normal,2022-03-02
Wild Things,2022-03-02 08:00:00,3,10,2,2,9,2.0,2.0,-2.0,6.0,Normal,2022-03-02
Dinosaur Stomp,2022-03-02 08:30:00,2,12,2,2,9,3.0,5.0,-2.0,6.0,Normal,2022-03-02
Wild Things,2022-03-02 08:30:00,2,10,2,2,9,2.0,1.0,-2.0,6.0,Normal,2022-03-02
Pre-K2,2022-03-08 07:30:00,1,12,2,1,10,2.0,3.0,-0.5,3.5,Normal,2022-03-08
Dinosaur Stomp,2022-03-08 07:30:00,2,12,2,1,10,1.0,7.0,-2.0,6.0,Normal,2022-03-08
Grampy Tom Preschool,2022-03-08 07:30:00,2,10,2,1,10,2.0,1.0,-0.5,3.5,Normal,2022-03-08
Pre-K1,2022-03-08 07:30:00,1,12,2,1,10,2.0,2.0,-0.5,3.5,Normal,2022-03-08
Wild Things,2022-03-08 07:30:00,1,10,2,1,10,1.0,3.0,-2.0,6.0,Normal,2022-03-08
Dinosaur Stomp,2022-03-08 08:00:00,4,12,2,1,10,1.0,2.0,-2.0,6.0,Normal,2022-03-08
Grampy Tom Preschool,2022-03-08 08:00:00,1,10,2,1,10,4.0,2.0,-0.5,3.5,Normal,2022-03-08
Pre-K2,2022-03-10 07:00:00,1,12,2,3,10,1.0,1.0,-0.5,3.5,Normal,2022-03-10
Grampy Tom Preschool,2022-03-10 07:00:00,1,10,2,3,10,1.0,2.0,-0.5,3.5,Normal,2022-03-10
Dinosaur Stomp,2022-03-10 07:00:00,1,12,2,3,10,1.0,2.0,-2.0,6.0,Normal,2022-03-10
Wild Things,2022-03-10 07:30:00,1,10,2,3,10,1.0,1.0,-2.0,6.0,Normal,2022-03-10
Pre-K1,2022-03-10 07:30:00,3,12,2,3,10,1.0,1.0,-0.5,3.5,Normal,2022-03-10
Pre-K2,2022-03-10 07:30:00,2,12,2,3,10,3.0,4.0,-0.5,3.5,Normal,2022-03-10
Pennie Preschool 1,2022-03-10 07:30:00,2,10,2,3,10,2.0,1.0,-0.5,3.5,Normal,2022-03-10
Dinosaur Stomp,2022-03-10 07:30:00,4,12,2,3,10,2.0,1.0,-2.0,6.0,Normal,2022-03-10
Grampy Tom Preschool,2022-03-10 07:30:00,1,10,2,3,10,4.0,1.0,-0.5,3.5,Normal,2022-03-10
Dinosaur Stomp,2022-03-10 08:00:00,6,12,2,3,10,1.0,1.0,-2.0,6.0,Normal,2022-03-10
Pre-K2,2022-03-10 08:00:00,2,12,2,3,10,6.0,1.0,-0.5,3.5,Normal,2022-03-10
Pennie Preschool 1,2022-03-10 08:00:00,1,10,2,3,10,2.0,3.0,-0.5,3.5,Normal,2022-03-10
Wild Things,2022-03-10 08:00:00,1,10,2,3,10,1.0,2.0,-2.0,6.0,Normal,2022-03-10
Pre-K2,2022-03-10 08:30:00,1,12,2,3,10,1.0,2.0,-0.5,3.5,Normal,2022-03-10
Dinosaur Stomp,2022-03-10 08:30:00,3,12,2,3,10,1.0,4.0,-2.0,6.0,Normal,2022-03-10
Wild Things,2022-03-10 08:30:00,1,10,2,3,10,3.0,1.0,-2.0,6.0,Normal,2022-03-10
Dinosaur Stomp,2022-03-10 09:00:00,1,12,2,3,10,1.0,6.0,-2.0,6.0,Normal,2022-03-10
Pre-K2,2022-03-14 07:30:00,1,12,2,0,11,1.0,2.0,-0.5,3.5,Normal,2022-03-14
Wild Things,2022-03-14 07:30:00,1,10,2,0,11,1.0,1.0,-2.0,6.0,Normal,2022-03-14
Dinosaur Stomp,2022-03-14 08:00:00,2,12,2,0,11,1.0,1.0,-2.0,6.0,Normal,2022-03-14
Pre-K2,2022-03-14 08:00:00,1,12,2,0,11,2.0,1.0,-0.5,3.5,Normal,2022-03-14
Wild Things,2022-03-14 08:00:00,2,10,2,0,11,1.0,3.0,-2.0,6.0,Normal,2022-03-14
Grampy Tom Preschool,2022-03-14 08:00:00,1,10,2,0,11,2.0,1.0,-0.5,3.5,Normal,2022-03-14
Dinosaur Stomp,2022-03-14 08:30:00,4,12,2,0,11,1.0,1.0,-2.0,6.0,Normal,2022-03-14
Wild Things,2022-03-14 08:30:00,3,10,2,0,11,4.0,1.0,-2.0,6.0,Normal,2022-03-14
Pre-K1,2022-03-14 08:30:00,1,12,2,0,11,3.0,1.0,-0.5,3.5,Normal,2022-03-14
Dinosaur Stomp,2022-03-14 09:00:00,1,12,2,0,11,1.0,2.0,-2.0,6.0,Normal,2022-03-14
Wild Things,2022-03-14 09:00:00,1,10,2,0,11,1.0,1.0,-2.0,6.0,Normal,2022-03-14
Wild Things,2022-03-14 09:30:00,1,10,2,0,11,1.0,2.0,-2.0,6.0,Normal,2022-03-14
Pre-K2,2022-03-16 07:00:00,1,12,2,2,11,1.0,1.0,-0.5,3.5,Normal,2022-03-16
Grampy Tom Preschool,2022-03-16 07:00:00,1,10,2,2,11,1.0,4.0,-0.5,3.5,Normal,2022-03-16
Wild Things,2022-03-16 07:30:00,3,10,2,2,11,1.0,3.0,-2.0,6.0,Normal,2022-03-16
Pre-K2,2022-03-16 07:30:00,3,12,2,2,11,3.0,1.0,-0.5,3.5,Normal,2022-03-16
Grampy Tom Preschool,2022-03-16 07:30:00,1,10,2,2,11,3.0,1.0,-0.5,3.5,Normal,2022-03-16
Dinosaur Stomp,2022-03-16 07:30:00,1,12,2,2,11,1.0,1.0,-2.0,6.0,Normal,2022-03-16
Pre-K2,2022-03-16 08:00:00,3,12,2,2,11,1.0,1.0,-0.5,3.5,Normal,2022-03-16
Dinosaur Stomp,2022-03-16 08:00:00,3,12,2,2,11,3.0,1.0,-2.0,6.0,Normal,2022-03-16
Pennie Preschool 1,2022-03-16 08:00:00,2,10,2,2,11,3.0,1.0,-0.5,3.5,Normal,2022-03-16
Wild Things,2022-03-16 08:00:00,4,10,2,2,11,2.0,3.0,-2.0,6.0,Normal,2022-03-16
Pennie Preschool 1,2022-03-16 08:30:00,1,10,2,2,11,4.0,3.0,-0.5,3.5,Normal,2022-03-16
Wild Things,2022-03-16 08:30:00,2,10,2,2,11,1.0,1.0,-2.0,6.0,Normal,2022-03-16
Pre-K1,2022-03-16 08:30:00,1,12,2,2,11,2.0,1.0,-0.5,3.5,Normal,2022-03-16
Pre-K2,2022-03-16 08:30:00,3,12,2,2,11,1.0,3.0,-0.5,3.5,Normal,2022-03-16
Dinosaur Stomp,2022-03-16 08:30:00,4,12,2,2,11,3.0,3.0,-2.0,6.0,Normal,2022-03-16
Dinosaur Stomp,2022-03-16 09:00:00,2,12,2,2,11,4.0,2.0,-2.0,6.0,Normal,2022-03-16
Pre-K2,2022-03-16 09:00:00,1,12,2,2,11,2.0,4.0,-0.5,3.5,Normal,2022-03-16
Pre-K2,2022-03-16 09:30:00,1,12,2,2,11,1.0,1.0,-0.5,3.5,Normal,2022-03-16
Dinosaur Stomp,2022-03-22 07:00:00,1,12,2,1,12,1.0,2.0,-2.0,6.0,Normal,2022-03-22
Pre-K2,2022-03-22 07:00:00,1,12,2,1,12,1.0,1.0,-0.5,3.5,Normal,2022-03-22
Wild Things,2022-03-22 07:30:00,3,10,2,1,12,1.0,3.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 07:30:00,3,12,2,1,12,3.0,4.0,-2.0,6.0,Normal,2022-03-22
Pre-K2,2022-03-22 08:00:00,1,12,2,1,12,3.0,2.0,-0.5,3.5,Normal,2022-03-22
Wild Things,2022-03-22 08:00:00,1,10,2,1,12,1.0,1.0,-2.0,6.0,Normal,2022-03-22
Pennie Preschool 1,2022-03-22 08:00:00,2,10,2,1,12,1.0,1.0,-0.5,3.5,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 08:00:00,5,12,2,1,12,2.0,1.0,-2.0,6.0,Normal,2022-03-22
Wild Things,2022-03-22 08:30:00,1,10,2,1,12,5.0,1.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 08:30:00,3,12,2,1,12,1.0,3.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 09:00:00,1,12,2,1,12,3.0,3.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 09:30:00,1,12,2,1,12,1.0,1.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 10:00:00,1,12,2,1,12,1.0,1.0,-2.0,6.0,Normal,2022-03-22
Dinosaur Stomp,2022-03-22 10:30:00,1,12,2,1,12,1.0,2.0,-2.0,6.0,Normal,2022-03-22
Pre-K2,2022-03-24 07:00:00,1,12,2,3,12,1.0,5.0,-0.5,3.5,Normal,2022-03-24
Dinosaur Stomp,2022-03-24 07:30:00,2,12,2,3,12,1.0,1.0,-2.0,6.0,Normal,2022-03-24
Grampy Tom Preschool,2022-03-24 07:30:00,1,10,2,3,12,2.0,3.0,-0.5,3.5,Normal,2022-03-24
Wild Things,2022-03-24 07:30:00,2,10,2,3,12,1.0,1.0,-2.0,6.0,Normal,2022-03-24
Pre-K2,2022-03-24 07:30:00,2,12,2,3,12,2.0,1.0,-0.5,3.5,Normal,2022-03-24
Pennie Preschool 1,2022-03-24 08:00:00,2,10,2,3,12,2.0,1.0,-0.5,3.5,Normal,2022-03-24
Dinosaur Stomp,2022-03-24 08:00:00,6,12,2,3,12,2.0,1.0,-2.0,6.0,Normal,2022-03-24
Wild Things,2022-03-24 08:00:00,1,10,2,3,12,6.0,1.0,-2.0,6.0,Normal,2022-03-24
Dinosaur Stomp,2022-03-24 08:30:00,2,12,2,3,12,1.0,2.0,-2.0,6.0,Normal,2022-03-24
Wild Things,2022-03-24 08:30:00,4,10,2,3,12,2.0,1.0,-2.0,6.0,Normal,2022-03-24
Pre-K2,2022-03-24 08:30:00,1,12,2,3,12,4.0,2.0,-0.5,3.5,Normal,2022-03-24
Dinosaur Stomp,2022-03-24 09:00:00,1,12,2,3,12,1.0,2.0,-2.0,6.0,Normal,2022-03-24
Dinosaur Stomp,2022-03-24 09:30:00,1,12,2,3,12,1.0,2.0,-2.0,6.0,Normal,2022-03-24
Pennie Preschool 1,2022-03-28 07:00:00,2,10,2,0,13,1.0,6.0,-0.5,3.5,Normal,2022-03-28
Wild Things,2022-03-28 07:30:00,1,10,2,0,13,2.0,1.0,-2.0,6.0,Normal,2022-03-28
Grampy Tom Preschool,2022-03-28 07:30:00,2,10,2,0,13,1.0,2.0,-0.5,3.5,Normal,2022-03-28
Dinosaur Stomp,2022-03-28 07:30:00,1,12,2,0,13,2.0,4.0,-2.0,6.0,Normal,2022-03-28
Pre-K2,2022-03-28 07:30:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Pre-K1,2022-03-28 07:30:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Pre-K1,2022-03-28 08:00:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Wild Things,2022-03-28 08:00:00,1,10,2,0,13,1.0,2.0,-2.0,6.0,Normal,2022-03-28
Dinosaur Stomp,2022-03-28 08:00:00,3,12,2,0,13,1.0,1.0,-2.0,6.0,Normal,2022-03-28
Grampy Tom Preschool,2022-03-28 08:00:00,1,10,2,0,13,3.0,2.0,-0.5,3.5,Normal,2022-03-28
Wild Things,2022-03-28 08:30:00,1,10,2,0,13,1.0,1.0,-2.0,6.0,Normal,2022-03-28
Pre-K2,2022-03-28 08:30:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Dinosaur Stomp,2022-03-28 08:30:00,1,12,2,0,13,1.0,1.0,-2.0,6.0,Normal,2022-03-28
Grampy Tom Preschool,2022-03-28 08:30:00,1,10,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Grampy Tom Preschool,2022-03-28 09:00:00,1,10,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Pre-K2,2022-03-28 09:00:00,1,12,2,0,13,1.0,3.0,-0.5,3.5,Normal,2022-03-28
Pre-K2,2022-03-28 09:30:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Pre-K2,2022-03-28 10:00:00,1,12,2,0,13,1.0,1.0,-0.5,3.5,Normal,2022-03-28
Pre-K2,2022-03-30 07:00:00,1,12,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Wild Things,2022-03-30 07:30:00,1,10,2,2,13,1.0,1.0,-2.0,6.0,Normal,2022-03-30
Pennie Preschool 1,2022-03-30 07:30:00,1,10,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Pre-K2,2022-03-30 07:30:00,2,12,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Wild Things,2022-03-30 08:00:00,3,10,2,2,13,2.0,1.0,-2.0,6.0,Normal,2022-03-30
Pre-K2,2022-03-30 08:00:00,1,12,2,2,13,3.0,1.0,-0.5,3.5,Normal,2022-03-30
Dinosaur Stomp,2022-03-30 08:00:00,1,12,2,2,13,1.0,1.0,-2.0,6.0,Normal,2022-03-30
Pennie Preschool 1,2022-03-30 08:00:00,1,10,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Pennie Preschool 1,2022-03-30 08:30:00,1,10,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Pre-K2,2022-03-30 08:30:00,1,12,2,2,13,1.0,1.0,-0.5,3.5,Normal,2022-03-30
Wild Things,2022-03-30 08:30:00,1,10,2,2,13,1.0,2.0,-2.0,6.0,Normal,2022-03-30
Dinosaur Stomp,2022-03-30 08:30:00,2,12,2,2,13,1.0,3.0,-2.0,6.0,Normal,2022-03-30
Dinosaur Stomp,2022-03-30 09:00:00,1,12,2,2,13,2.0,1.0,-2.0,6.0,Normal,2022-03-30
Pennie Preschool 1,2022-04-05 07:00:00,1,10,2,1,14,1.0,1.0,-0.5,3.5,Normal,2022-04-05
Pre-K2,2022-04-05 07:00:00,1,12,2,1,14,1.0,1.0,-0.5,3.5,Normal,2022-04-05
Pre-K1,2022-04-05 07:30:00,2,12,2,1,14,1.0,1.0,-0.5,3.5,Normal,2022-04-05
Wild Things,2022-04-05 07:30:00,1,10,2,1,14,2.0,1.0,-2.0,6.0,Normal,2022-04-05
Dinosaur Stomp,2022-04-05 07:30:00,1,12,2,1,14,1.0,1.0,-2.0,6.0,Normal,2022-04-05
Pennie Preschool 1,2022-04-05 07:30:00,1,10,2,1,14,1.0,2.0,-0.5,3.5,Normal,2022-04-05
Pre-K2,2022-04-05 07:30:00,2,12,2,1,14,1.0,1.0,-0.5,3.5,Normal,2022-04-05
Dinosaur Stomp,2022-04-05 08:00:00,2,12,2,1,14,2.0,1.0,-2.0,6.0,Normal,2022-04-05
Wild Things,2022-04-05 08:00:00,2,10,2,1,14,2.0,1.0,-2.0,6.0,Normal,2022-04-05
Pre-K2,2022-04-05 08:00:00,1,12,2,1,14,2.0,2.0,-0.5,3.5,Normal,2022-04-05
Pennie Preschool 1,2022-04-05 08:00:00,2,10,2,1,14,1.0,1.0,-0.5,3.5,Normal,2022-04-05
Wild Things,2022-04-05 08:30:00,1,10,2,1,14,2.0,1.0,-2.0,6.0,Normal,2022-04-05
Dinosaur Stomp,2022-04-05 08:30:00,3,12,2,1,14,1.0,1.0,-2.0,6.0,Normal,2022-04-05
Dinosaur Stomp,2022-04-07 07:30:00,1,12,2,3,14,3.0,2.0,-2.0,6.0,Normal,2022-04-07
Wild Things,2022-04-07 07:30:00,1,10,2,3,14,1.0,2.0,-2.0,6.0,Normal,2022-04-07
Pre-K1,2022-04-07 07:30:00,2,12,2,3,14,1.0,2.0,-0.5,3.5,Normal,2022-04-07
Pre-K2,2022-04-07 07:30:00,1,12,2,3,14,2.0,1.0,-0.5,3.5,Normal,2022-04-07
Dinosaur Stomp,2022-04-07 08:00:00,3,12,2,3,14,1.0,2.0,-2.0,6.0,Normal,2022-04-07
Wild Things,2022-04-07 08:00:00,3,10,2,3,14,3.0,1.0,-2.0,6.0,Normal,2022-04-07
Pre-K1,2022-04-07 08:00:00,1,12,2,3,14,3.0,3.0,-0.5,3.5,Normal,2022-04-07
Pre-K2,2022-04-07 08:00:00,1,12,2,3,14,1.0,1.0,-0.5,3.5,Normal,2022-04-07
Pennie Preschool 1,2022-04-07 08:00:00,2,10,2,3,14,1.0,1.0,-0.5,3.5,Normal,2022-04-07
Wild Things,2022-04-07 08:30:00,1,10,2,3,14,2.0,2.0,-2.0,6.0,Normal,2022-04-07
Pre-K2,2022-04-07 08:30:00,2,12,2,3,14,1.0,1.0,-0.5,3.5,Normal,2022-04-07
Pre-K1,2022-04-07 08:30:00,1,12,2,3,14,2.0,3.0,-0.5,3.5,Normal,2022-04-07
Dinosaur Stomp,2022-04-07 08:30:00,2,12,2,3,14,1.0,3.0,-2.0,6.0,Normal,2022-04-07
Grampy Tom Preschool,2022-04-07 09:00:00,1,10,2,3,14,2.0,1.0,-0.5,3.5,Normal,2022-04-07
Pre-K2,2022-04-11 07:00:00,1,12,2,0,15,1.0,1.0,-0.5,3.5,Normal,2022-04-11
Pre-K1,2022-04-11 07:00:00,1,12,2,0,15,1.0,2.0,-0.5,3.5,Normal,2022-04-11
Pennie Preschool 1,2022-04-11 07:00:00,1,10,2,0,15,1.0,1.0,-0.5,3.5,Normal,2022-04-11
Pennie Preschool 1,2022-04-11 07:30:00,1,10,2,0,15,1.0,2.0,-0.5,3.5,Normal,2022-04-11
Pre-K1,2022-04-11 07:30:00,2,12,2,0,15,1.0,1.0,-0.5,3.5,Normal,2022-04-11
Grampy Tom Preschool,2022-04-11 07:30:00,2,10,2,0,15,2.0,2.0,-0.5,3.5,Normal,2022-04-11
Pre-K2,2022-04-11 07:30:00,2,12,2,0,15,2.0,1.0,-0.5,3.5,Normal,2022-04-11
Dinosaur Stomp,2022-04-11 07:30:00,2,12,2,0,15,2.0,1.0,-2.0,6.0,Normal,2022-04-11
Wild Things,2022-04-11 07:30:00,3,10,2,0,15,2.0,1.0,-2.0,6.0,Normal,2022-04-11
Wild Things,2022-04-11 08:00:00,3,10,2,0,15,3.0,1.0,-2.0,6.0,Normal,2022-04-11
Dinosaur Stomp,2022-04-11 08:00:00,4,12,2,0,15,3.0,1.0,-2.0,6.0,Normal,2022-04-11
Grampy Tom Preschool,2022-04-11 08:00:00,2,10,2,0,15,4.0,2.0,-0.5,3.5,Normal,2022-04-11
Pre-K2,2022-04-11 08:00:00,3,12,2,0,15,2.0,2.0,-0.5,3.5,Normal,2022-04-11
Dinosaur Stomp,2022-04-11 08:30:00,3,12,2,0,15,3.0,2.0,-2.0,6.0,Normal,2022-04-11
Pre-K2,2022-04-11 08:30:00,1,12,2,0,15,3.0,2.0,-0.5,3.5,Normal,2022-04-11
Pre-K1,2022-04-11 08:30:00,1,12,2,0,15,1.0,3.0,-0.5,3.5,Normal,2022-04-11
Wild Things,2022-04-11 08:30:00,3,10,2,0,15,1.0,3.0,-2.0,6.0,Normal,2022-04-11
Dinosaur Stomp,2022-04-11 09:00:00,1,12,2,0,15,3.0,4.0,-2.0,6.0,Normal,2022-04-11
Pre-K1,2022-04-13 07:30:00,1,12,2,2,15,1.0,2.0,-0.5,3.5,Normal,2022-04-13
Grampy Tom Preschool,2022-04-13 07:30:00,1,10,2,2,15,1.0,3.0,-0.5,3.5,Normal,2022-04-13
Pre-K2,2022-04-13 07:30:00,1,12,2,2,15,1.0,3.0,-0.5,3.5,Normal,2022-04-13
Pennie Preschool 1,2022-04-13 08:00:00,2,10,2,2,15,1.0,1.0,-0.5,3.5,Normal,2022-04-13
Grampy Tom Preschool,2022-04-13 08:00:00,1,10,2,2,15,2.0,1.0,-0.5,3.5,Normal,2022-04-13
Wild Things,2022-04-13 08:00:00,4,10,2,2,15,1.0,3.0,-2.0,6.0,Normal,2022-04-13
Dinosaur Stomp,2022-04-13 08:00:00,1,12,2,2,15,4.0,1.0,-2.0,6.0,Normal,2022-04-13
Grampy Tom Preschool,2022-04-13 08:30:00,1,10,2,2,15,1.0,1.0,-0.5,3.5,Normal,2022-04-13
Dinosaur Stomp,2022-04-13 08:30:00,2,12,2,2,15,1.0,1.0,-2.0,6.0,Normal,2022-04-13
Pennie Preschool 1,2022-04-13 08:30:00,1,10,2,2,15,2.0,1.0,-0.5,3.5,Normal,2022-04-13
Pre-K2,2022-04-13 08:30:00,1,12,2,2,15,1.0,2.0,-0.5,3.5,Normal,2022-04-13
Wild Things,2022-04-13 08:30:00,3,10,2,2,15,1.0,1.0,-2.0,6.0,Normal,2022-04-13
Grampy Tom Preschool,2022-04-13 09:00:00,1,10,2,2,15,3.0,4.0,-0.5,3.5,Normal,2022-04-13
Wild Things,2022-04-13 09:00:00,1,10,2,2,15,1.0,1.0,-2.0,6.0,Normal,2022-04-13
Wild Things,2022-04-13 09:30:00,1,10,2,2,15,1.0,1.0,-2.0,6.0,Normal,2022-04-13
Dinosaur Stomp,2022-04-19 06:30:00,1,12,2,1,16,1.0,2.0,-2.0,6.0,Normal,2022-04-19
Dinosaur Stomp,2022-04-19 07:00:00,1,12,2,1,16,1.0,1.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 07:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K2,2022-04-19 07:30:00,1,12,2,1,16,1.0,3.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 07:30:00,2,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Dinosaur Stomp,2022-04-19 07:30:00,5,12,2,1,16,2.0,1.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 08:00:00,1,12,2,1,16,5.0,1.0,-0.5,3.5,Normal,2022-04-19
Wild Things,2022-04-19 08:00:00,2,10,2,1,16,1.0,1.0,-2.0,6.0,Normal,2022-04-19
Pennie Preschool 1,2022-04-19 08:00:00,2,10,2,1,16,2.0,1.0,-0.5,3.5,Normal,2022-04-19
Dinosaur Stomp,2022-04-19 08:00:00,7,12,2,1,16,2.0,1.0,-2.0,6.0,High,2022-04-19
Pre-K2,2022-04-19 08:00:00,1,12,2,1,16,7.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K2,2022-04-19 08:30:00,1,12,2,1,16,1.0,2.0,-0.5,3.5,Normal,2022-04-19
Wild Things,2022-04-19 08:30:00,2,10,2,1,16,1.0,5.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 08:30:00,1,12,2,1,16,2.0,1.0,-0.5,3.5,Normal,2022-04-19
Grampy Tom Preschool,2022-04-19 08:30:00,1,10,2,1,16,1.0,2.0,-0.5,3.5,Normal,2022-04-19
Dinosaur Stomp,2022-04-19 08:30:00,6,12,2,1,16,1.0,2.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 09:00:00,1,12,2,1,16,6.0,7.0,-0.5,3.5,Normal,2022-04-19
Wild Things,2022-04-19 09:00:00,1,10,2,1,16,1.0,1.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 09:30:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Wild Things,2022-04-19 09:30:00,1,10,2,1,16,1.0,2.0,-2.0,6.0,Normal,2022-04-19
Wild Things,2022-04-19 10:00:00,1,10,2,1,16,1.0,1.0,-2.0,6.0,Normal,2022-04-19
Pre-K1,2022-04-19 10:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 10:30:00,1,12,2,1,16,1.0,6.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 11:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 11:30:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 12:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 12:30:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 13:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 13:30:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 14:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 14:30:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K1,2022-04-19 15:00:00,1,12,2,1,16,1.0,1.0,-0.5,3.5,Normal,2022-04-19
Pre-K2,2022-04-21 07:00:00,1,12,2,3,16,1.0,1.0,-0.5,3.5,Normal,2022-04-21
Dinosaur Stomp,2022-04-21 07:30:00,3,12,2,3,16,1.0,1.0,-2.0,6.0,Normal,2022-04-21
Pre-K1,2022-04-21 07:30:00,1,12,2,3,16,3.0,1.0,-0.5,3.5,Normal,2022-04-21
Wild Things,2022-04-21 07:30:00,4,10,2,3,16,1.0,1.0,-2.0,6.0,Normal,2022-04-21
Pre-K2,2022-04-21 07:30:00,2,12,2,3,16,4.0,1.0,-0.5,3.5,Normal,2022-04-21
Pre-K1,2022-04-21 08:00:00,2,12,2,3,16,2.0,1.0,-0.5,3.5,Normal,2022-04-21
Pre-K2,2022-04-21 08:00:00,1,12,2,3,16,2.0,1.0,-0.5,3.5,Normal,2022-04-21
Dinosaur Stomp,2022-04-21 08:00:00,3,12,2,3,16,1.0,1.0,-2.0,6.0,Normal,2022-04-21
Wild Things,2022-04-21 08:00:00,3,10,2,3,16,3.0,3.0,-2.0,6.0,Normal,2022-04-21
Dinosaur Stomp,2022-04-21 08:30:00,3,12,2,3,16,3.0,1.0,-2.0,6.0,Normal,2022-04-21
Grampy Tom Preschool,2022-04-21 08:30:00,1,10,2,3,16,3.0,4.0,-0.5,3.5,Normal,2022-04-21
Wild Things,2022-04-21 08:30:00,2,10,2,3,16,1.0,2.0,-2.0,6.0,Normal,2022-04-21
Grampy Tom Preschool,2022-04-21 09:00:00,1,10,2,3,16,2.0,2.0,-0.5,3.5,Normal,2022-04-21
Grampy Tom Preschool,2022-04-21 09:30:00,1,10,2,3,16,1.0,1.0,-0.5,3.5,Normal,2022-04-21
Grampy Tom Preschool,2022-04-21 10:00:00,1,10,2,3,16,1.0,3.0,-0.5,3.5,Normal,2022-04-21
Pre-K2,2022-04-25 07:00:00,1,12,2,0,17,1.0,3.0,-0.5,3.5,Normal,2022-04-25
Pennie Preschool 1,2022-04-25 07:00:00,2,10,2,0,17,1.0,3.0,-0.5,3.5,Normal,2022-04-25
Grampy Tom Preschool,2022-04-25 07:30:00,1,10,2,0,17,2.0,1.0,-0.5,3.5,Normal,2022-04-25
Dinosaur Stomp,2022-04-25 07:30:00,2,12,2,0,17,1.0,2.0,-2.0,6.0,Normal,2022-04-25
Pennie Preschool 1,2022-04-25 07:30:00,1,10,2,0,17,2.0,1.0,-0.5,3.5,Normal,2022-04-25
Pre-K2,2022-04-25 07:30:00,3,12,2,0,17,1.0,1.0,-0.5,3.5,Normal,2022-04-25
Wild Things,2022-04-25 07:30:00,1,10,2,0,17,3.0,1.0,-2.0,6.0,Normal,2022-04-25
Grampy Tom Preschool,2022-04-25 08:00:00,2,10,2,0,17,1.0,1.0,-0.5,3.5,Normal,2022-04-25
Dinosaur Stomp,2022-04-25 08:00:00,4,12,2,0,17,2.0,2.0,-2.0,6.0,Normal,2022-04-25
